abstract,title,group_id
" The present invention provides a simple multi-tablet system for the treatment of urinary incontinence with oxybutynin. Particular embodiments of the invention provide a first tablet that releases oxybutynin over a short period of time, e.g. less than six hours, and a second tablet that releases oxybutynin over an extended period of time, e.g., eighteen to twenty-four hours, to maintain therapeutically effective levels oxybutynin in the mammal for a period of about twenty four hours. Unlike other systems, this system is easily adaptable to compensate for patient to patient variability in response to oxybutynin therapy. The invention also provides a method of treating urinary incontinence with the above system and a kit comprising various first and second tablets to rapidly develop a patient's preferred dosing regimen, i.e., the dosing regimen which provides the greatest therapeutic benefit and/or least amount or severity of side effects. ",Multi-tablet oxybutynin system for treating incontinence,A61K
" The present invention provides a simple multi-tablet system for the treatment of urinary incontinence with oxybutynin. Particular embodiments of the invention provide a first tablet that releases oxybutynin over a short period of time, e.g. less than six hours, and a second tablet that releases oxybutynin over an extended period of time, e.g., eighteen to twenty-four hours, to maintain therapeutically effective levels oxybutynin in the mammal for a period of about twenty four hours. Unlike other systems, this system is easily adaptable to compensate for patient to patient variability in response to oxybutynin therapy. The invention also provides a method of treating urinary incontinence with the above system and a kit comprising various first and second tablets to rapidly develop a patient's preferred dosing regimen, i.e., the dosing regimen which provides the greatest therapeutic benefit and/or least amount or severity of side effects. ",Multi-tablet oxybutynin system for treating incontinence,A61K
" The invention provides a rotation sensor which is capable of detecting the turning angle and the turning direction of a detection target such as a steering wheel accurately and in real time over a wide range. The rotation sensor comprises first and second rotation detection means for generating respective first and second detection signals having the same period and the different phase which repeat with a gradual increase and a gradual decrease concomitantly with rotation of a rotor, and a third rotation detection means for generating the third detection signal which repeats with a gradual increase and a gradual decrease concomitantly with rotation of the rotor, wherein the rough turning angle of the rotor is detected based on the third detection signal and the fine turning angle of the rotor is detected based on the first detection signal or the second detection signals. ",Rotation sensor for generating electric signals corresponding to turning angle and turning direction of detection target,G01D
" The invention provides a rotation sensor which is capable of detecting the turning angle and the turning direction of a detection target such as a steering wheel accurately and in real time over a wide range. The rotation sensor comprises first and second rotation detection means for generating respective first and second detection signals having the same period and the different phase which repeat with a gradual increase and a gradual decrease concomitantly with rotation of a rotor, and a third rotation detection means for generating the third detection signal which repeats with a gradual increase and a gradual decrease concomitantly with rotation of the rotor, wherein the rough turning angle of the rotor is detected based on the third detection signal and the fine turning angle of the rotor is detected based on the first detection signal or the second detection signals. ",Rotation sensor for generating electric signals corresponding to turning angle and turning direction of detection target,G01D
" The invention provides a rotation sensor which is capable of detecting the turning angle and the turning direction of a detection target such as a steering wheel accurately and in real time over a wide range. The rotation sensor comprises first and second rotation detection means for generating respective first and second detection signals having the same period and the different phase which repeat with a gradual increase and a gradual decrease concomitantly with rotation of a rotor, and a third rotation detection means for generating the third detection signal which repeats with a gradual increase and a gradual decrease concomitantly with rotation of the rotor, wherein the rough turning angle of the rotor is detected based on the third detection signal and the fine turning angle of the rotor is detected based on the first detection signal or the second detection signals. ",Rotation sensor for generating electric signals corresponding to turning angle and turning direction of detection target,B62D
"An ankle support and method for providing ankle support over a user's foot. The ankle support includes a stiff stirrup and ankle strap having an elongated, generally straight shin portion and terminating in an elongated, generally straight stirrup portion, the stirrup portion being at an obtuse angle to the shin portion. Additionally, a flexible ankle strap attached to the stirrup and ankle strap and extending from the stirrup portion of the stirrup and ankle strap, away from the shin portion of the stirrup and ankle strap. A flexible shin strap attached the shin portion of the stirrup and ankle strap, so that the flexible ankle strap extends from underneath the wearer's foot, so that it is then wrapped around the ankle area and over the wearer's foot, while the shin strap is wrapped around the wearer's lower leg area behind the shin.",Ankle support,A61F
"An Enhanced Radio Data System for commercial radio broadcasters comprises a subcarrier modulated for transmitting data impressed on the broadcaster's main carrier frequency. The subcarrier data protocol constitutes an enhancement over existing protocols constructed for this purpose by providing the capability for broadcasters to identify themselves both by their program format as well as by the announcements they carry, and by providing the capability for broadcasters to convey more detailed information in a process with greater inherent intelligence. Such intelligence enables: data typing without separately transmitting the definition of the data types; data compression specific to each type of data; and data formatting and presentation based on the specific characteristics of the data types without the need to separately transmit data formatting and presentation instructions.",Enhanced radio data system,H04H
"An Enhanced Radio Data System for commercial radio broadcasters comprises a subcarrier modulated for transmitting data impressed on the broadcaster's main carrier frequency. The subcarrier data protocol constitutes an enhancement over existing protocols constructed for this purpose by providing the capability for broadcasters to identify themselves both by their program format as well as by the announcements they carry, and by providing the capability for broadcasters to convey more detailed information in a process with greater inherent intelligence. Such intelligence enables: data typing without separately transmitting the definition of the data types; data compression specific to each type of data; and data formatting and presentation based on the specific characteristics of the data types without the need to separately transmit data formatting and presentation instructions.",Enhanced radio data system,H04H
"A light emitting layer forming portion (9) comprising InGaAlP based compound semiconductor and forming a light emitting layer is deposited on an n-type GaAs substrate (1), a p-type current dispersion layer (5) comprising AlGaAs based compound semiconductor is provided on a surface of the light emitting layer forming portion (9), a p-side electrode (7) is provided on a portion of a surface of the current dispersion layer (5) through a contact layer (6) comprising p-type GaAs, and an n-side electrode (8) is provided on a back. surface of the GaAs substrate (1). Vickers' hardness of the current dispersion layer (5) comprising AlGaAs is 700 or higher. As a result, at the time of handling for mounting, or wire bonding, a fracture or a crack is not generated in the LED chip, and it is possible to enhance the yield of assembling steps.",Semiconductor light emitting device,H01L
"A light emitting layer forming portion (9) comprising InGaAlP based compound semiconductor and forming a light emitting layer is deposited on an n-type GaAs substrate (1), a p-type current dispersion layer (5) comprising AlGaAs based compound semiconductor is provided on a surface of the light emitting layer forming portion (9), a p-side electrode (7) is provided on a portion of a surface of the current dispersion layer (5) through a contact layer (6) comprising p-type GaAs, and an n-side electrode (8) is provided on a back. surface of the GaAs substrate (1). Vickers' hardness of the current dispersion layer (5) comprising AlGaAs is 700 or higher. As a result, at the time of handling for mounting, or wire bonding, a fracture or a crack is not generated in the LED chip, and it is possible to enhance the yield of assembling steps.",Semiconductor light emitting device,H01L
"A light emitting layer forming portion (9) comprising InGaAlP based compound semiconductor and forming a light emitting layer is deposited on an n-type GaAs substrate (1), a p-type current dispersion layer (5) comprising AlGaAs based compound semiconductor is provided on a surface of the light emitting layer forming portion (9), a p-side electrode (7) is provided on a portion of a surface of the current dispersion layer (5) through a contact layer (6) comprising p-type GaAs, and an n-side electrode (8) is provided on a back. surface of the GaAs substrate (1). Vickers' hardness of the current dispersion layer (5) comprising AlGaAs is 700 or higher. As a result, at the time of handling for mounting, or wire bonding, a fracture or a crack is not generated in the LED chip, and it is possible to enhance the yield of assembling steps.",Semiconductor light emitting device,H01L
"A light emitting layer forming portion (9) comprising InGaAlP based compound semiconductor and forming a light emitting layer is deposited on an n-type GaAs substrate (1), a p-type current dispersion layer (5) comprising AlGaAs based compound semiconductor is provided on a surface of the light emitting layer forming portion (9), a p-side electrode (7) is provided on a portion of a surface of the current dispersion layer (5) through a contact layer (6) comprising p-type GaAs, and an n-side electrode (8) is provided on a back. surface of the GaAs substrate (1). Vickers' hardness of the current dispersion layer (5) comprising AlGaAs is 700 or higher. As a result, at the time of handling for mounting, or wire bonding, a fracture or a crack is not generated in the LED chip, and it is possible to enhance the yield of assembling steps.",Semiconductor light emitting device,H01L
"A light emitting layer forming portion (9) comprising InGaAlP based compound semiconductor and forming a light emitting layer is deposited on an n-type GaAs substrate (1), a p-type current dispersion layer (5) comprising AlGaAs based compound semiconductor is provided on a surface of the light emitting layer forming portion (9), a p-side electrode (7) is provided on a portion of a surface of the current dispersion layer (5) through a contact layer (6) comprising p-type GaAs, and an n-side electrode (8) is provided on a back. surface of the GaAs substrate (1). Vickers' hardness of the current dispersion layer (5) comprising AlGaAs is 700 or higher. As a result, at the time of handling for mounting, or wire bonding, a fracture or a crack is not generated in the LED chip, and it is possible to enhance the yield of assembling steps.",Semiconductor light emitting device,H01L
"A light emitting layer forming portion (9) comprising InGaAlP based compound semiconductor and forming a light emitting layer is deposited on an n-type GaAs substrate (1), a p-type current dispersion layer (5) comprising AlGaAs based compound semiconductor is provided on a surface of the light emitting layer forming portion (9), a p-side electrode (7) is provided on a portion of a surface of the current dispersion layer (5) through a contact layer (6) comprising p-type GaAs, and an n-side electrode (8) is provided on a back. surface of the GaAs substrate (1). Vickers' hardness of the current dispersion layer (5) comprising AlGaAs is 700 or higher. As a result, at the time of handling for mounting, or wire bonding, a fracture or a crack is not generated in the LED chip, and it is possible to enhance the yield of assembling steps.",Semiconductor light emitting device,H01L
"A light emitting layer forming portion (9) comprising InGaAlP based compound semiconductor and forming a light emitting layer is deposited on an n-type GaAs substrate (1), a p-type current dispersion layer (5) comprising AlGaAs based compound semiconductor is provided on a surface of the light emitting layer forming portion (9), a p-side electrode (7) is provided on a portion of a surface of the current dispersion layer (5) through a contact layer (6) comprising p-type GaAs, and an n-side electrode (8) is provided on a back. surface of the GaAs substrate (1). Vickers' hardness of the current dispersion layer (5) comprising AlGaAs is 700 or higher. As a result, at the time of handling for mounting, or wire bonding, a fracture or a crack is not generated in the LED chip, and it is possible to enhance the yield of assembling steps.",Semiconductor light emitting device,H01L
" The present invention relates to a method for preparing alkylene carbonate by reacting alkylene oxide with carbon dioxide in the presence of a catalyst system comprising: PA1 a) at least one selected from the group consisting of PbY.sub.2, InY.sub.3 and their mixture, wherein Y is Cl, Br or I; and PA1 b) at least one alkali metal halide selected from the group consisting of MCl, MBr and MI, wherein M is alkali metal. ",Preparation of alkylene carbonate using indium halides and mixtures of same with lead halides as catalyst,C07D
" The present invention relates to a method for preparing alkylene carbonate by reacting alkylene oxide with carbon dioxide in the presence of a catalyst system comprising: PA1 a) at least one selected from the group consisting of PbY.sub.2, InY.sub.3 and their mixture, wherein Y is Cl, Br or I; and PA1 b) at least one alkali metal halide selected from the group consisting of MCl, MBr and MI, wherein M is alkali metal. ",Preparation of alkylene carbonate using indium halides and mixtures of same with lead halides as catalyst,C07D
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",Y02T
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",Y10T
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",Y02P
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",Y02E
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",Y10T
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",Y10T
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
"Microthin sheet technology is disclosed by which superior batteries are constructed which, among other things, accommodate the requirements for high load rapid discharge and recharge, mandated by electric vehicle criteria. The microthin sheet technology has process and article overtones and can be used to form corrugated thin electrodes used in batteries of various kinds and types, such as spirally-wound batteries, bipolar batteries, lead acid batteries, silver/zinc batteries, and others. Superior high performance battery features include: (a) minimal ionic resistance; (b) minimal electronic resistance; (c) minimal polarization resistance to both charging and discharging; (d) improved current accessibility to active material of the electrodes; (e) a high surface area to volume ratio; (f) high electrode porosity (microporosity); (g) longer life cycle; (h) superior discharge/recharge characteristics; (i) higher capacities (A&middot;hr); and (j) high specific capacitance.","Source of electrical power for an electric vehicle and other purposes, and related methods",H01M
" In a semiconductor device comprising a resistance element electrically connected to a bipolar transistor, the bipolar transistor is formed on a silicon substrate and a predetermined resistance element is formed on an insulation film formed on the bipolar transistor based on results of measurements monitored for this transistor, in such a manner that the semiconductor device has prescribed characteristics. ",Semiconductor device having a resistive element connected to a transistor and substrate,H01L
" In a semiconductor device comprising a resistance element electrically connected to a bipolar transistor, the bipolar transistor is formed on a silicon substrate and a predetermined resistance element is formed on an insulation film formed on the bipolar transistor based on results of measurements monitored for this transistor, in such a manner that the semiconductor device has prescribed characteristics. ",Semiconductor device having a resistive element connected to a transistor and substrate,H01L
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
" A method for increasing surface deposition of silicone from soap and improving processing characteristics of soap and a corresponding composition are disclosed. The composition includes a fatty alkyl silicone, a fatty silicate ester, a high viscosity lower alkyl silicone fluid, a silicone surfactant, and an organic surfactant. The organic surfactant is one or more of a nonionic, cationic or anionic surfactant, a fatly ester sulfonate, sorbitan monostearate, and sodium lauryl sulfate. ",Silicone composition for bar soap applications,C11D
"Data is stored in a Palm OS based handheld device. The data includes at least one record which contains a keyword used for identifying the record. Each record is stored as a resource in a resource database in the handheld device. The keyword is converted into a long integer and then divided into two parts. The two parts are stored, respectively, as a resource type and a resource ID in a resource information entry included in a header of the resource database corresponding to the record.",System and method for storing and retrieving data by keywords converted into divided long integers,Y10S
"Data is stored in a Palm OS based handheld device. The data includes at least one record which contains a keyword used for identifying the record. Each record is stored as a resource in a resource database in the handheld device. The keyword is converted into a long integer and then divided into two parts. The two parts are stored, respectively, as a resource type and a resource ID in a resource information entry included in a header of the resource database corresponding to the record.",System and method for storing and retrieving data by keywords converted into divided long integers,Y10S
"Data is stored in a Palm OS based handheld device. The data includes at least one record which contains a keyword used for identifying the record. Each record is stored as a resource in a resource database in the handheld device. The keyword is converted into a long integer and then divided into two parts. The two parts are stored, respectively, as a resource type and a resource ID in a resource information entry included in a header of the resource database corresponding to the record.",System and method for storing and retrieving data by keywords converted into divided long integers,G06F
